gene_names	ID	CpG_logFC	Gene_logFC	Gene_P.value	AveExpr	Gene_log2_P.value
A2M	12_9268746	UP	0.47595869480930153	0.37586834939777325	5.925512941102967	1.41170065886091
A3GALT2	1_33771424	UP	0.539508602498279	0.291392157931156	0.5360673358507667	1.7789660433808527
AAAS	12_53718188	"NA"	-0.21264126429981722	0.24352267247978046	17.317736788894948	2.037871998343869
AACS	12_125541824	"NA"	0.03908962696425977	0.8862831085518046	9.56320720959383	0.17416047730101003
AADAC	3_151521668	"NA"	0.7493426546813855	0.2717313441177741	0.10684821418875368	1.8797471053483892
AADACL4	1_12700924	"NA"	-0.20866781026930248	0.4955713056287967	0.061642946156619166	1.0128354393408416
AAMP	2_219134749	"NA"	-0.12245451547817687	0.4569899336959701	17.158984781413604	1.129765708087279
AAMP	2_219119543	"NA"	-0.12245451547817687	0.4569899336959701	17.158984781413604	1.129765708087279
AANAT	17_74442246	"NA"	-0.05477885716398545	0.9092230924622537	1.4228689249457163	0.1372937686751789
AAR2	20_34821819	"NA"	-0.18555714705810367	0.20076518449787004	13.532156010979177	2.316418987486878
AARS2	6_44279450	"NA"	-0.09681135367150073	0.6240984519916286	11.141834452102469	0.6801544616390353
AASDH	4_57252367	"NA"	0.1284299812403642	0.4620436356461569	11.214769473372185	1.1138989879266163
AATK	17_79104078	"NA"	-0.12847398781311803	0.8320016231544752	4.772079651470763	0.2653417519601442
ABAT	16_8757589	"NA"	-0.38628741979981385	0.13609861634612985	9.485350607716532	2.877275695207276
ABCA1	9_107684509	"NA"	0.20963697812524984	0.7202086292224059	10.93952323243527	0.4735132095194158
ABCA10	17_67240575	"NA"	0.378287957686672	0.454623214961552	1.5052417791865949	1.1372567388117438
ABCA17P	16_2388413	"NA"	0.9848517813084243	0.09278187990582575	0.633805687892057	3.430013112035607
ABCA2	9_139920814	"NA"	0.9755131649096827	0.02198131923324244	39.82128013581069	5.507578215946969
ABCA3	16_2388413	"NA"	1.2661875043424695	0.006775269881597492	5.306127954003552	7.205505869695573
ABCA5	17_67240575	"NA"	0.23889352936774166	0.6991937650139113	7.798789092741215	0.5162357750711863
