"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001518","CC","GO:0001518","voltage-gated sodium channel complex","3/349","14/19717",0.00173121399119239,0.00173121399119239,0.180536826366854,"SCN4B/SCN5A/SCN10A",3
"GO:0097525","CC","GO:0097525","spliceosomal snRNP complex","7/349","99/19717",0.00189590643280154,0.00189590643280154,0.180536826366854,"SNRPN/RNU5E-1/RNU5B-1/RNVU1-6/RNU6-1/RNU1-1/RNU1-4",7
"GO:0005859","CC","GO:0005859","muscle myosin complex","3/349","15/19717",0.00213580238169862,0.00213580238169862,0.180536826366854,"MYH13/MYH2/MYH8",3
"GO:0030532","CC","GO:0030532","small nuclear ribonucleoprotein complex","7/349","105/19717",0.00264986304917399,0.00264986304917399,0.180536826366854,"SNRPN/RNU5E-1/RNU5B-1/RNVU1-6/RNU6-1/RNU1-1/RNU1-4",7
"GO:0005685","CC","GO:0005685","U1 snRNP","4/349","37/19717",0.00401974532649627,0.00401974532649627,0.180536826366854,"SNRPN/RNVU1-6/RNU1-1/RNU1-4",4
"GO:0016460","CC","GO:0016460","myosin II complex","3/349","19/19717",0.0043164405161268,0.0043164405161268,0.180536826366854,"MYH13/MYH2/MYH8",3
"GO:0120114","CC","GO:0120114","Sm-like protein family complex","7/349","116/19717",0.00460688065523132,0.00460688065523132,0.180536826366854,"SNRPN/RNU5E-1/RNU5B-1/RNVU1-6/RNU6-1/RNU1-1/RNU1-4",7
"GO:1902495","CC","GO:1902495","transmembrane transporter complex","13/349","324/19717",0.00534014922007253,0.00534014922007253,0.180536826366854,"CHRNA3/FKBP1A/KCNK6/GABRA4/ABCG8/BEST1/KCNJ4/SCN4B/GRIN2A/SCN5A/CLCNKB/SCN10A/GABRQ",13
"GO:0046540","CC","GO:0046540","U4/U6 x U5 tri-snRNP complex","4/349","42/19717",0.00635794266935407,0.00635794266935407,0.180536826366854,"SNRPN/RNU5E-1/RNU5B-1/RNU6-1",4
"GO:0097526","CC","GO:0097526","spliceosomal tri-snRNP complex","4/349","42/19717",0.00635794266935407,0.00635794266935407,0.180536826366854,"SNRPN/RNU5E-1/RNU5B-1/RNU6-1",4
"GO:1990351","CC","GO:1990351","transporter complex","13/349","332/19717",0.00651091448566951,0.00651091448566951,0.180536826366854,"CHRNA3/FKBP1A/KCNK6/GABRA4/ABCG8/BEST1/KCNJ4/SCN4B/GRIN2A/SCN5A/CLCNKB/SCN10A/GABRQ",13
"GO:0005682","CC","GO:0005682","U5 snRNP","3/349","22/19717",0.0065965378864812,0.0065965378864812,0.180536826366854,"SNRPN/RNU5E-1/RNU5B-1",3
"GO:0032982","CC","GO:0032982","myosin filament","3/349","22/19717",0.0065965378864812,0.0065965378864812,0.180536826366854,"MYH13/MYH2/MYH8",3
"GO:0034706","CC","GO:0034706","sodium channel complex","3/349","23/19717",0.00748782034279608,0.00748782034279608,0.181637564360619,"SCN4B/SCN5A/SCN10A",3
"GO:0034702","CC","GO:0034702","ion channel complex","12/349","301/19717",0.0076577967223042,0.0076577967223042,0.181637564360619,"CHRNA3/FKBP1A/KCNK6/GABRA4/BEST1/KCNJ4/SCN4B/GRIN2A/SCN5A/CLCNKB/SCN10A/GABRQ",12
