"","gene_names","ID","CpG_logFC","Gene_logFC","AveExpr","P.Value"
"1","CPED1","7_120624850",-0.334752258353352,1.58804987526094,1.15544216851886,0.0100526948350224
"2","DCSTAMP","8_105347516",-0.301867579411335,1.91876610873396,-3.87867310622044,0.00486841403641561
"3","HOXB-AS1","17_46613048",-0.461682959974544,1.93706088917753,0.962983010802352,0.0176224520579999
"4","HOXB-AS1","17_46613048",-0.339030375522911,1.93706088917753,0.962983010802352,0.0176224520579999
"5","HOXB-AS1","17_46613048",-0.371255651664233,1.93706088917753,0.962983010802352,0.0176224520579999
"6","HOXB-AS1","17_46613048",-0.311374507682617,1.93706088917753,0.962983010802352,0.0176224520579999
"7","HOXB-AS1","17_46613048",-0.365498702444674,1.93706088917753,0.962983010802352,0.0176224520579999
"8","HOXB-AS1","17_46623254",-0.383222844350255,1.93706088917753,0.962983010802352,0.0176224520579999
"9","HOXB-AS1","17_46623254",-0.321890711683418,1.93706088917753,0.962983010802352,0.0176224520579999
"10","HOXB-AS2","17_46633399",-0.421761671055141,2.82698411631913,0.647746626490303,0.0107210315884312
"11","HOXB-AS3","17_46623254",-0.383222844350255,4.07787848600535,-1.08608905209098,0.00167963605383349
"12","HOXB-AS3","17_46623254",-0.321890711683418,4.07787848600535,-1.08608905209098,0.00167963605383349
"13","HOXB-AS3","17_46670497",-0.336292256242883,4.07787848600535,-1.08608905209098,0.00167963605383349
"14","HOXB-AS3","17_46670497",-0.338482879168132,4.07787848600535,-1.08608905209098,0.00167963605383349
"15","HOXB-AS3","17_46660464",-0.323206686709827,4.07787848600535,-1.08608905209098,0.00167963605383349
"16","HOXB-AS3","17_46670497",-0.380972350835056,4.07787848600535,-1.08608905209098,0.00167963605383349
"17","HOXB-AS3","17_46660464",-0.3769123169874,4.07787848600535,-1.08608905209098,0.00167963605383349
"18","HOXB-AS3","17_46660464",-0.302047168156366,4.07787848600535,-1.08608905209098,0.00167963605383349
"19","HOXB-AS3","17_46660464",-0.40889264661732,4.07787848600535,-1.08608905209098,0.00167963605383349
"20","HOXB2","17_46613048",-0.461682959974544,2.14895364828458,2.48009660846868,0.00706199293436133
"21","HOXB2","17_46613048",-0.311374507682617,2.14895364828458,2.48009660846868,0.00706199293436133
"22","HOXB2","17_46613048",-0.365498702444674,2.14895364828458,2.48009660846868,0.00706199293436133
"23","HOXB2","17_46613048",-0.339030375522911,2.14895364828458,2.48009660846868,0.00706199293436133
"24","HOXB2","17_46613048",-0.371255651664233,2.14895364828458,2.48009660846868,0.00706199293436133
"25","HOXB2","17_46623254",-0.383222844350255,2.14895364828458,2.48009660846868,0.00706199293436133
"26","HOXB2","17_46623254",-0.321890711683418,2.14895364828458,2.48009660846868,0.00706199293436133
"27","HOXB3","17_46653916",-0.444883312713123,2.85481005797557,4.37416732560866,0.00279914244634242
"28","HOXB3","17_46633399",-0.421761671055141,2.85481005797557,4.37416732560866,0.00279914244634242
"29","HOXB3","17_46660464",-0.323206686709827,2.85481005797557,4.37416732560866,0.00279914244634242
"30","HOXB3","17_46660464",-0.40889264661732,2.85481005797557,4.37416732560866,0.00279914244634242
"31","HOXB3","17_46660464",-0.3769123169874,2.85481005797557,4.37416732560866,0.00279914244634242
"32","HOXB3","17_46660464",-0.302047168156366,2.85481005797557,4.37416732560866,0.00279914244634242
"33","HOXB3","17_46653916",-0.371277076322631,2.85481005797557,4.37416732560866,0.00279914244634242
"34","HOXB3","17_46653916",-0.373571936140652,2.85481005797557,4.37416732560866,0.00279914244634242
"35","HOXB4","17_46653916",-0.371277076322631,2.88049703735295,2.68490290505461,0.00194995360878094
"36","HOXB4","17_46653916",-0.373571936140652,2.88049703735295,2.68490290505461,0.00194995360878094
"37","HOXB4","17_46653916",-0.444883312713123,2.88049703735295,2.68490290505461,0.00194995360878094
"38","HOXB5","17_46670497",-0.336292256242883,3.6906698982762,-0.278650038986902,0.00126242968231163
"39","HOXB5","17_46670497",-0.338482879168132,3.6906698982762,-0.278650038986902,0.00126242968231163
"40","HOXB5","17_46670497",-0.380972350835056,3.6906698982762,-0.278650038986902,0.00126242968231163
"41","HOXB6","17_46670497",-0.380972350835056,3.89907520648771,-0.217745418367701,0.00125120613253607
"42","HOXB6","17_46670497",-0.336292256242883,3.89907520648771,-0.217745418367701,0.00125120613253607
"43","HOXB6","17_46670497",-0.338482879168132,3.89907520648771,-0.217745418367701,0.00125120613253607
